this_week	last_week	end_2014	country	flag_url	name	player_url	avg_points	total_points	event_played_divisor	points_lost	points_gained	events_played_actual
140	138	721	USA	http://www.owgr.com/styles/img/flags/USA.png	Patrick Rodgers	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=16283	1.2072	48.29	40	-3.54	44.98	30
141	140	394	ENG	http://www.owgr.com/styles/img/flags/ENG.png	James Morrison	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=11061	1.1940	62.09	52	-9.82	48.77	55
142	141	474	USA	http://www.owgr.com/styles/img/flags/USA.png	Sean O'Hair	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=7626	1.1899	61.88	52	-9.55	52.00	55
143	139	303	AUS	http://www.owgr.com/styles/img/flags/AUS.png	Andrew Dodt	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=8364	1.1897	47.59	40	-9.69	30.59	38
144	143	99	PAR	http://www.owgr.com/styles/img/flags/PAR.png	Fabrizio Zanotti	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=9842	1.1822	57.93	49	-25.26	6.65	49
145	144	186	CHN	http://www.owgr.com/styles/img/flags/CHN.png	Wu Ashun	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=11763	1.1770	55.32	47	-18.34	28.88	47
146	142	125	USA	http://www.owgr.com/styles/img/flags/USA.png	Scott Stallings	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=12359	1.1671	60.69	52	-36.79	29.11	56
147	147	145	COL	http://www.owgr.com/styles/img/flags/COL.png	Camilo Villegas	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=9171	1.1391	59.24	52	-25.10	22.47	56
148	148	116	KOR	http://www.owgr.com/styles/img/flags/KOR.png	K.J. Choi	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=1804	1.1264	56.32	50	-33.10	18.25	50
149	152	111	USA	http://www.owgr.com/styles/img/flags/USA.png	Kevin Chappell	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=13305	1.1237	58.43	52	-36.12	19.30	54
150	145	170	SCO	http://www.owgr.com/styles/img/flags/SCO.png	Martin Laird	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=9586	1.1220	51.61	46	-28.57	31.55	46
151	146	187	FRA	http://www.owgr.com/styles/img/flags/FRA.png	Gregory Bourdy	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=7932	1.1151	57.99	52	-26.54	36.06	53
152	150	101	RSA	http://www.owgr.com/styles/img/flags/RSA.png	Hennie Otto	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=5942	1.1121	53.38	48	-31.12	8.25	48
153	149	296	GER	http://www.owgr.com/styles/img/flags/GER.png	Alex Cejka	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=4425	1.1028	57.35	52	-14.18	39.47	56
154	154	119	FRA	http://www.owgr.com/styles/img/flags/FRA.png	Benjamin Hebert	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=12213	1.0868	48.91	45	-15.07	9.84	45
155	155	218	AUS	http://www.owgr.com/styles/img/flags/AUS.png	Richard Green	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=3877	1.0814	50.83	47	-15.18	27.81	47
156	157	189	AUS	http://www.owgr.com/styles/img/flags/AUS.png	Brad Kennedy	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=6287	1.0763	49.51	46	-18.31	25.24	46
157	151	98	SWE	http://www.owgr.com/styles/img/flags/SWE.png	Robert Karlsson	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=4331	1.0750	52.68	49	-26.84	5.54	49
158	153	149	USA	http://www.owgr.com/styles/img/flags/USA.png	William McGirt	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=12477	1.0715	55.72	52	-25.70	22.72	58
159	168	172	AUS	http://www.owgr.com/styles/img/flags/AUS.png	Marcus Fraser	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=7070	1.0637	42.55	40	-17.03	19.68	36
160	160	286	USA	http://www.owgr.com/styles/img/flags/USA.png	Troy Merritt	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=13367	1.0609	54.11	51	-11.02	35.61	51
161	156	220	NZL	http://www.owgr.com/styles/img/flags/NZL.png	Danny Lee	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=11826	1.0590	55.07	52	-16.75	29.67	63
162	161	109	USA	http://www.owgr.com/styles/img/flags/USA.png	Will Mackenzie	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=7470	1.0463	53.36	51	-29.72	8.72	51
163	159	161	KOR	http://www.owgr.com/styles/img/flags/KOR.png	Inhoi Hur	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=9635	1.0410	49.97	48	-16.25	11.20	48
164	166	504	USA	http://www.owgr.com/styles/img/flags/USA.png	Scott Pinckney	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=15477	1.0392	49.88	48	-4.54	41.12	48
165	163	269	KOR	http://www.owgr.com/styles/img/flags/KOR.png	Jeunghun Wang	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=15366	1.0364	42.49	41	-7.82	23.17	41
166	162	362	RSA	http://www.owgr.com/styles/img/flags/RSA.png	Jaco Van Zyl	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=7105	1.0336	41.34	40	-13.36	35.12	38
167	174	148	AUS	http://www.owgr.com/styles/img/flags/AUS.png	Wade Ormsby	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=7532	1.0313	52.60	51	-18.35	18.10	51
168	164	113	JPN	http://www.owgr.com/styles/img/flags/JPN.png	Hiroyuki Fujita	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=5599	1.0277	51.39	50	-23.93	3.12	50
169	168	121	KOR	http://www.owgr.com/styles/img/flags/KOR.png	Seunghyuk Kim	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=7716	1.0273	49.31	48	-18.58	2.56	48
170	172	180	CAN	http://www.owgr.com/styles/img/flags/CAN.png	Adam Hadwin	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=13965	1.0242	53.26	52	-17.22	21.04	55
171	165	126	CAN	http://www.owgr.com/styles/img/flags/CAN.png	David Hearn	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=7340	1.0226	53.18	52	-32.00	18.49	59
172	176	138	JPN	http://www.owgr.com/styles/img/flags/JPN.png	Yoshinori Fujimoto	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=11773	1.0221	48.04	47	-23.46	10.96	47
173	170	669	RSA	http://www.owgr.com/styles/img/flags/RSA.png	Dean Burmester	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=14424	1.0121	47.57	47	-4.42	42.72	47
174	173	103	ITA	http://www.owgr.com/styles/img/flags/ITA.png	Edoardo Molinari	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=7033	1.0112	44.49	44	-23.56	3.17	44
175	175	108	USA	http://www.owgr.com/styles/img/flags/USA.png	Chris Stroud	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=9604	1.0042	52.22	52	-39.18	15.44	54
176	158	102	JPN	http://www.owgr.com/styles/img/flags/JPN.png	Ryo Ishikawa	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=12232	1.0022	52.12	52	-35.24	17.25	70
177	171	210	RSA	http://www.owgr.com/styles/img/flags/RSA.png	Jaco Ahlers	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=11852	1.0007	45.03	45	-11.54	20.14	45
178	182	133	USA	http://www.owgr.com/styles/img/flags/USA.png	David Lipsky	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=15980	0.9947	46.75	47	-17.30	6.17	47
179	179	213	USA	http://www.owgr.com/styles/img/flags/USA.png	Zac Blair	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=17639	0.9901	46.54	47	-10.92	24.52	47
180	178	140	BEL	http://www.owgr.com/styles/img/flags/BEL.png	Nicolas Colsaerts	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=6893	0.9880	51.38	52	-29.08	15.84	53
181	185	112	ENG	http://www.owgr.com/styles/img/flags/ENG.png	Andrew Johnston	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=14666	0.9873	42.46	43	-17.63	3.26	43
182	181	174	CHN	http://www.owgr.com/styles/img/flags/CHN.png	Liang Wen-chong	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=6470	0.9807	49.04	50	-23.51	21.04	50
183	186	106	JPN	http://www.owgr.com/styles/img/flags/JPN.png	Yuta Ikeda	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=8236	0.9791	48.96	50	-26.04	-	50
184	180	110	KOR	http://www.owgr.com/styles/img/flags/KOR.png	Hyungsung Kim	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=11131	0.9786	50.89	52	-36.72	6.61	58
185	184	196	USA	http://www.owgr.com/styles/img/flags/USA.png	Scott Brown	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=11330	0.9722	50.55	52	-23.17	23.59	61
186	183	165	SWE	http://www.owgr.com/styles/img/flags/SWE.png	Kristoffer Broberg	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=15603	0.9702	50.45	52	-17.96	15.12	57
187	189	224	IND	http://www.owgr.com/styles/img/flags/IND.png	S.S.P. Chawrasia	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=7040	0.9662	46.38	48	-14.42	19.14	48
188	187	197	THA	http://www.owgr.com/styles/img/flags/THA.png	Chapchai Nirat	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=9985	0.9622	38.49	40	-13.06	15.49	39
189	191	252	AUS	http://www.owgr.com/styles/img/flags/AUS.png	Rod Pampling	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=5668	0.9593	47.97	50	-10.50	21.25	50
190	193	345	ENG	http://www.owgr.com/styles/img/flags/ENG.png	Greg Owen	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=5723	0.9584	42.17	44	-11.46	26.09	44
191	192	300	USA	http://www.owgr.com/styles/img/flags/USA.png	Jon Curran	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=14699	0.9580	43.11	45	-9.36	28.01	45
192	194	211	FRA	http://www.owgr.com/styles/img/flags/FRA.png	Julien Quesne	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=9131	0.9474	46.42	49	-20.81	28.06	49
193	188	143	USA	http://www.owgr.com/styles/img/flags/USA.png	Peter Uihlein	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=11357	0.9419	48.98	52	-34.34	20.84	55
194	189	268	RSA	http://www.owgr.com/styles/img/flags/RSA.png	Trevor Fisher-Jr	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=7678	0.9352	41.15	44	-12.19	24.69	44
195	200	154	JPN	http://www.owgr.com/styles/img/flags/JPN.png	Katsumasa Miyamoto	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=5791	0.9228	43.37	47	-14.99	5.44	47
196	197	191	RSA	http://www.owgr.com/styles/img/flags/RSA.png	Danie van Tonder	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=15193	0.9144	46.63	51	-17.15	15.98	51
197	196	264	RSA	http://www.owgr.com/styles/img/flags/RSA.png	Jacques Blaauw	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=13681	0.9143	39.31	43	-14.16	23.33	43
198	199	163	RSA	http://www.owgr.com/styles/img/flags/RSA.png	Darren Fichardt	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=5754	0.9082	47.22	52	-25.39	16.61	62
199	201	130	AUS	http://www.owgr.com/styles/img/flags/AUS.png	Stuart Appleby	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=5294	0.9031	42.44	47	-26.53	3.08	47
200	204	262	FIJ	http://www.owgr.com/styles/img/flags/FIJ.png	Vijay Singh	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=653	0.8980	44.90	50	-17.73	27.45	50
201	198	198	USA	http://www.owgr.com/styles/img/flags/USA.png	Blayne Barber	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=15608	0.8903	37.39	42	-12.78	14.62	42
202	203	339	GER	http://www.owgr.com/styles/img/flags/GER.png	Maximilian Kieffer	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=12317	0.8876	46.16	52	-14.37	32.21	56
203	202	168	AUS	http://www.owgr.com/styles/img/flags/AUS.png	Greg Chalmers	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=5625	0.8855	46.04	52	-16.93	6.90	59
204	205	167	USA	http://www.owgr.com/styles/img/flags/USA.png	John Huh	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=14606	0.8818	45.85	52	-28.33	22.83	60
205	195	32	USA	http://www.owgr.com/styles/img/flags/USA.png	Tiger Woods	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=5321	0.8809	35.24	40	-93.29	8.25	24
206	207	413	ENG	http://www.owgr.com/styles/img/flags/ENG.png	Matthew Fitzpatrick	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=17646	0.8776	35.10	40	-6.13	24.78	36
207	210	282	JPN	http://www.owgr.com/styles/img/flags/JPN.png	Taichi Teshima	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=5820	0.8738	39.32	45	-9.72	19.52	45
208	206	204	DEN	http://www.owgr.com/styles/img/flags/DEN.png	Morten Orum Madsen	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=13411	0.8702	45.25	52	-24.67	24.81	57
209	208	360	USA	http://www.owgr.com/styles/img/flags/USA.png	Colt Knost	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=12149	0.8639	44.92	52	-9.36	28.57	55
210	212	144	USA	http://www.owgr.com/styles/img/flags/USA.png	Ben Crane	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=6674	0.8595	40.40	47	-22.82	7.10	47
211	217	159	THA	http://www.owgr.com/styles/img/flags/THA.png	Thaworn Wiratchant	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=3602	0.8592	41.24	48	-18.41	6.07	48
212	228	261	NZL	http://www.owgr.com/styles/img/flags/NZL.png	Ryan Fox	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=11889	0.8563	34.25	40	-8.87	14.94	33
213	209	173	SWE	http://www.owgr.com/styles/img/flags/SWE.png	Carl Pettersson	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=7048	0.8509	44.25	52	-21.51	13.44	58
214	216	244	JPN	http://www.owgr.com/styles/img/flags/JPN.png	Kazuhiro Yamashita	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=6833	0.8443	40.53	48	-14.73	18.77	48
215	213	273	AUS	http://www.owgr.com/styles/img/flags/AUS.png	Adam Bland	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=10829	0.8435	36.27	43	-9.02	18.48	43
216	211	87	RSA	http://www.owgr.com/styles/img/flags/RSA.png	Richard Sterne	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=7049	0.8334	42.50	51	-38.58	5.23	51
217	214	281	RSA	http://www.owgr.com/styles/img/flags/RSA.png	Dawie van der Walt	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=9883	0.8302	43.17	52	-17.24	24.00	69
218	218	117	ENG	http://www.owgr.com/styles/img/flags/ENG.png	Simon Dyson	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=6436	0.8295	42.31	51	-28.67	-	51
219	221	158	CHI	http://www.owgr.com/styles/img/flags/CHI.png	Felipe Aguilar	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=8135	0.8291	40.63	49	-23.73	10.62	49
220	222	240	BEL	http://www.owgr.com/styles/img/flags/BEL.png	Thomas Pieters	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=13944	0.8264	41.32	50	-11.89	22.57	50
221	215	175	USA	http://www.owgr.com/styles/img/flags/USA.png	David Toms	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=4340	0.8260	33.04	40	-18.50	11.94	40
222	219	386	USA	http://www.owgr.com/styles/img/flags/USA.png	Jim Herman	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=12846	0.8249	42.90	52	-11.74	31.23	54
223	220	182	USA	http://www.owgr.com/styles/img/flags/USA.png	Billy Hurley-III	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=11046	0.8134	42.30	52	-19.25	12.30	58
224	223	279	USA	http://www.owgr.com/styles/img/flags/USA.png	Will Wilcox	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=14696	0.8087	32.35	40	-12.59	18.07	39
225	224	234	WAL	http://www.owgr.com/styles/img/flags/WAL.png	Bradley Dredge	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=6150	0.8066	32.26	40	-9.46	10.77	23
226	226	428	SIN	http://www.owgr.com/styles/img/flags/SIN.png	Mardan Mamat	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=5685	0.8043	34.59	43	-4.98	20.80	43
227	229	193	USA	http://www.owgr.com/styles/img/flags/USA.png	Stewart Cink	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=5665	0.7977	37.49	47	-22.42	14.20	47
228	231	160	JPN	http://www.owgr.com/styles/img/flags/JPN.png	Satoshi Kodaira	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=13531	0.7952	35.78	45	-19.36	6.00	45
229	227	272	USA	http://www.owgr.com/styles/img/flags/USA.png	John Peterson	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=15611	0.7910	41.13	52	-18.13	23.88	58
230	268	365	USA	http://www.owgr.com/styles/img/flags/USA.png	Charlie Beljan	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=13118	0.7888	41.02	52	-12.98	28.74	53
231	225	183	KOR	http://www.owgr.com/styles/img/flags/KOR.png	Sanghyun Park	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=10086	0.7835	32.91	42	-13.30	6.49	42
232	233	171	USA	http://www.owgr.com/styles/img/flags/USA.png	Derek Fathauer	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=12689	0.7789	40.50	52	-14.85	7.13	52
233	230	177	USA	http://www.owgr.com/styles/img/flags/USA.png	Brian Stuard	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=13022	0.7777	40.44	52	-24.68	12.66	59
234	234	491	ENG	http://www.owgr.com/styles/img/flags/ENG.png	Ross McGowan	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=11981	0.7734	30.94	40	-4.07	21.20	39
235	248	329	USA	http://www.owgr.com/styles/img/flags/USA.png	Paul Peterson	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=16341	0.7713	30.85	40	-5.94	14.58	21
236	232	205	RSA	http://www.owgr.com/styles/img/flags/RSA.png	Retief Goosen	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=4884	0.7643	38.98	51	-14.75	13.87	51
237	235	166	JPN	http://www.owgr.com/styles/img/flags/JPN.png	Yusaku Miyazato	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=7031	0.7610	39.57	52	-20.75	8.13	52
238	240	411	USA	http://www.owgr.com/styles/img/flags/USA.png	Johnson Wagner	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=7927	0.7597	37.23	49	-11.34	27.00	49
239	241	349	JPN	http://www.owgr.com/styles/img/flags/JPN.png	Daisuke Kataoka	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=11195	0.7595	37.97	50	-11.30	22.10	50
240	237	418	ENG	http://www.owgr.com/styles/img/flags/ENG.png	Anthony Wall	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=5931	0.7582	34.88	46	-7.52	26.10	46
241	236	157	PHI	http://www.owgr.com/styles/img/flags/PHI.png	Antonio Lascuna	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=6472	0.7581	30.32	40	-15.40	2.45	37
242	238	250	ENG	http://www.owgr.com/styles/img/flags/ENG.png	Paul Waring	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=12426	0.7558	32.50	43	-18.39	15.13	43
243	309	257	THA	http://www.owgr.com/styles/img/flags/THA.png	Thanyakorn Khrongpha	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=13684	0.7505	36.03	48	-7.60	13.33	48
244	242	228	USA	http://www.owgr.com/styles/img/flags/USA.png	Bryce Molder	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=7292	0.7488	37.44	50	-18.40	15.35	50
245	239	290	KOR	http://www.owgr.com/styles/img/flags/KOR.png	Ikjae Jang	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=6658	0.7461	38.80	52	-14.47	20.72	52
246	244	238	USA	http://www.owgr.com/styles/img/flags/USA.png	Michael Thompson	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=12946	0.7393	36.97	50	-23.52	21.17	50
247	245	284	KOR	http://www.owgr.com/styles/img/flags/KOR.png	K.T. Kim	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=7880	0.7268	36.34	50	-15.81	18.93	50
248	243	201	USA	http://www.owgr.com/styles/img/flags/USA.png	Bo Van Pelt	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=6457	0.7259	37.75	52	-22.23	14.02	53
249	246	155	ENG	http://www.owgr.com/styles/img/flags/ENG.png	David Horsey	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=11230	0.7226	36.13	50	-22.07	6.06	50
250	250	353	NZL	http://www.owgr.com/styles/img/flags/NZL.png	Michael Hendry	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=11885	0.7185	35.21	49	-10.22	20.07	49
251	247	312	FRA	http://www.owgr.com/styles/img/flags/FRA.png	Edouard Espana	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=14787	0.7131	29.95	42	-7.40	13.84	42
252	249	1548	USA	http://www.owgr.com/styles/img/flags/USA.png	Patton Kizzire	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=13470	0.7127	28.51	40	-0.15	28.65	14
253	251	314	USA	http://www.owgr.com/styles/img/flags/USA.png	Hudson Swafford	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=14706	0.7002	36.41	52	-11.63	17.69	64
254	259	164	ENG	http://www.owgr.com/styles/img/flags/ENG.png	Oliver Wilson	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=8300	0.6998	34.99	50	-15.14	1.73	50
255	253	399	USA	http://www.owgr.com/styles/img/flags/USA.png	Kyle Reifers	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=11329	0.6994	36.37	52	-8.60	23.96	53
256	252	199	JPN	http://www.owgr.com/styles/img/flags/JPN.png	Yoshitaka Takeya	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=12208	0.6981	27.92	40	-10.00	2.48	36
257	254	209	KOR	http://www.owgr.com/styles/img/flags/KOR.png	Sungjoon Park	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=14565	0.6955	36.16	52	-25.86	25.37	60
258	255	256	TPE	http://www.owgr.com/styles/img/flags/TPE.png	Chan Shih-chang	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=9698	0.6936	31.91	46	-12.81	12.00	46
259	261	280	FRA	http://www.owgr.com/styles/img/flags/FRA.png	Gregory Havret	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=6239	0.6934	35.37	51	-16.21	17.51	51
260	256	373	ENG	http://www.owgr.com/styles/img/flags/ENG.png	Robert Rock	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=7895	0.6913	35.95	52	-13.42	24.56	52
261	285	377	CAN	http://www.owgr.com/styles/img/flags/CAN.png	Richard T Lee	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=12413	0.6892	27.57	40	-9.36	18.28	34
261	257	255	USA	http://www.owgr.com/styles/img/flags/USA.png	Luke Guthrie	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=15610	0.6892	35.84	52	-20.10	17.39	55
263	258	302	USA	http://www.owgr.com/styles/img/flags/USA.png	Jeff Overton	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=10498	0.6874	35.74	52	-16.00	20.02	53
264	260	203	USA	http://www.owgr.com/styles/img/flags/USA.png	Scott Langley	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=14700	0.6844	35.59	52	-18.54	8.29	57
